mutation,welch_t,welch_p,ks_stat,ks_p,cohens_d,ci99_lo,ci99_hi,significant
7049,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7050,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7051,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7052,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7053,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7054,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7055,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7056,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7057,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7058,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7059,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7060,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7061,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7062,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7063,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7064,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7065,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7066,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7067,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7068,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7069,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7070,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7071,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7072,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7073,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7074,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7075,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7076,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7077,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7078,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7079,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7080,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7081,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7082,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7083,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7084,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7085,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7086,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7087,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7088,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7089,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7090,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7091,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7092,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7093,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7094,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7095,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7096,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7097,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7098,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7099,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7100,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7101,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7102,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7103,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7104,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7105,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7106,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7107,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7108,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7109,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7110,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7111,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7112,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7113,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7114,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7115,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7116,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7117,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7118,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7119,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7120,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7121,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7122,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7123,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7124,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7125,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7126,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7127,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7128,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7129,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7130,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7131,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7132,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7133,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7134,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7135,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7136,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7137,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7138,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7139,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7140,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7141,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7142,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7143,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7144,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7145,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7146,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7147,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7148,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7149,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7150,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7151,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7152,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7153,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7154,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7155,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7156,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7157,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7158,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7159,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7160,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7161,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7162,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7163,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7164,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7165,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7166,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7167,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7168,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7169,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7170,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7171,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7172,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7173,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7174,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7175,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7176,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7177,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7178,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7179,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7180,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7181,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7182,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7183,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7184,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7185,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7186,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7187,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7188,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7189,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7190,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7191,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7192,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7193,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7194,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7195,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7196,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7197,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7198,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7199,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7200,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7201,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7202,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7203,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7204,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7205,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7206,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7207,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7208,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7209,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7210,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7211,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7212,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7213,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7214,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7215,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7216,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7217,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7218,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7219,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7220,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7221,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7222,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7223,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7224,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7225,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7226,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7227,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7228,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7229,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7230,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7231,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7232,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7233,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7234,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7235,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7236,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7237,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7238,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7239,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7240,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7241,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7242,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7243,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7244,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7245,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7246,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7247,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7248,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7249,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7250,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7251,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7252,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7253,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7254,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7255,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7256,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7257,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7258,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7259,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7260,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7261,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7262,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7263,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7264,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7265,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7266,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7267,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7268,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7269,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7270,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7271,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7272,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7273,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7274,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7275,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7276,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7277,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7278,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7279,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7280,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7281,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7282,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7283,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7284,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7285,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7286,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7287,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7288,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7289,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7290,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7291,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7292,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7293,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7294,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7295,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7296,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7297,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7298,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7299,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7300,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7301,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7302,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7303,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7304,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7305,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7306,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7307,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7308,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7309,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7310,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7311,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7312,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7313,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7314,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7315,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7316,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7317,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7318,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7319,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7320,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7321,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7322,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7323,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7324,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7325,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7326,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7327,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7328,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7329,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7330,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7331,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7332,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7333,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7334,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7335,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7336,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7337,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7338,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7339,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7340,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7341,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7342,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7343,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7344,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7345,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7346,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7347,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7348,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7349,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7350,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7351,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7352,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7353,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7354,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7355,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7356,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7357,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7358,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7359,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7360,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7361,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7362,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7363,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7364,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7365,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7366,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7367,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7368,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7369,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7370,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7371,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7372,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7373,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7374,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7375,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7376,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7377,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7378,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7379,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7380,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7381,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7382,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7383,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7384,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7385,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7386,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7387,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7388,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7389,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7390,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7391,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7392,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7393,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7394,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7395,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7396,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7397,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7398,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7399,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7400,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7401,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7402,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7403,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7404,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7405,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7406,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7407,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7408,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7409,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7410,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7411,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7412,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7413,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7414,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7415,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7416,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7417,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7418,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7419,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7420,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7421,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7422,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7423,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7424,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7425,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7426,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7427,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7428,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7429,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7430,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7431,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7432,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7433,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7434,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7435,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7436,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7437,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7438,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7439,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7440,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7441,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7442,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7443,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7444,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7445,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
7446,nan,nan,1.000000,1.00e+00,0.000000,nan,nan,NO
